Monthly_Demand,Lead_Time,Stock_Level,Supplier_Reliability,Seasonality_Factor,Year,Month,Day,Weekday,Quarter,Device_Type_Monitoring,Device_Type_Surgical,Device_Type_Therapeutic
668,21,715,0.85,0.9310888856226738,2018,12,10,3,4,0.0,1.0,0.0
694,28,716,0.78,1.004709916978915,2018,12,10,3,4,0.0,0.0,0.0
686,3,713,0.86,0.9740289513779864,2018,12,14,7,4,0.0,0.0,0.0
616,25,630,0.83,0.9672864561128792,2018,12,14,7,4,1.0,0.0,0.0
607,5,650,0.96,1.015052754481317,2018,12,14,7,4,0.0,1.0,0.0
661,22,685,0.95,0.9487618652806384,2018,12,15,1,4,0.0,0.0,1.0
631,6,656,0.83,0.9768156503147716,2018,12,16,2,4,0.0,1.0,0.0
667,12,684,0.82,0.9972127431676474,2018,12,17,3,4,1.0,0.0,0.0
625,15,672,0.85,1.0024822388567625,2018,12,19,5,4,0.0,1.0,0.0
697,17,747,0.72,1.007048079608454,2018,12,19,5,4,0.0,0.0,0.0
648,6,669,0.8,0.9663694068592936,2018,12,21,7,4,0.0,1.0,0.0
588,8,622,0.98,0.9471682851675018,2018,12,21,7,4,1.0,0.0,0.0
643,21,669,0.74,1.0083361691964985,2018,12,21,7,4,0.0,0.0,0.0
706,29,748,0.71,1.0292293307678488,2018,12,22,1,4,0.0,1.0,0.0
740,18,791,0.73,1.003251038834058,2018,12,23,2,4,0.0,1.0,0.0
609,8,639,0.93,1.004479705998683,2018,12,23,2,4,0.0,0.0,1.0
694,29,746,0.85,0.9564141101995872,2018,12,24,3,4,0.0,0.0,1.0
667,22,696,0.85,0.9607159119426892,2018,12,25,4,4,0.0,1.0,0.0
703,11,739,0.89,1.0239893192755072,2018,12,25,4,4,1.0,0.0,0.0
748,6,777,0.73,1.0299653018812611,2018,12,29,1,4,0.0,0.0,1.0
638,23,675,0.78,1.0018371210876345,2018,12,29,1,4,1.0,0.0,0.0
650,25,666,0.72,0.9968823164857048,2018,12,30,2,4,0.0,0.0,0.0
693,3,710,0.71,0.985478148790657,2018,12,31,3,4,1.0,0.0,0.0
665,15,715,0.85,0.9597267864856612,2018,12,31,3,4,1.0,0.0,0.0
588,4,612,0.86,0.9738889576659816,2018,12,31,3,4,1.0,0.0,0.0
738,5,788,0.73,1.0219425491385987,2019,1,2,5,1,0.0,0.0,0.0
666,25,683,0.78,0.9709833119249284,2019,1,4,7,1,0.0,0.0,0.0
599,13,634,0.82,0.9552575620069044,2019,1,6,2,1,0.0,0.0,1.0
681,17,731,0.83,1.0069452337242428,2019,1,6,2,1,1.0,0.0,0.0
711,11,764,0.73,1.0342742940243976,2019,1,7,3,1,0.0,0.0,1.0
663,4,708,0.87,1.0354760938728924,2019,1,8,4,1,0.0,0.0,1.0
786,15,803,0.83,0.9808601571811438,2019,1,8,4,1,0.0,1.0,0.0
628,8,665,0.97,0.9771548550424872,2019,1,11,7,1,0.0,1.0,0.0
710,13,761,0.74,0.9759532332659124,2019,1,11,7,1,0.0,0.0,1.0
697,26,739,0.77,0.9984885721746748,2019,1,11,7,1,0.0,1.0,0.0
640,18,664,0.9,1.027871329996018,2019,1,11,7,1,0.0,0.0,1.0
715,24,747,0.82,0.9685260840017372,2019,1,12,1,1,0.0,0.0,0.0
583,20,595,0.89,0.9657840630368668,2019,1,13,2,1,1.0,0.0,0.0
623,19,642,0.76,0.9535180132949496,2019,1,14,3,1,0.0,0.0,0.0
627,27,660,0.75,0.9883980450327596,2019,1,14,3,1,0.0,0.0,0.0
610,12,631,0.9,0.9782837166097472,2019,1,18,7,1,1.0,0.0,0.0
745,24,793,0.81,1.0191227397567844,2019,1,22,4,1,0.0,0.0,1.0
766,8,801,0.81,1.0222060790705787,2019,1,22,4,1,0.0,1.0,0.0
706,6,747,0.92,1.0191584587726077,2019,1,22,4,1,1.0,0.0,0.0
741,8,788,0.93,1.009306466131197,2019,1,22,4,1,0.0,1.0,0.0
757,20,778,0.81,1.006410396943884,2019,1,22,4,1,0.0,0.0,0.0
651,21,695,0.94,0.9652701636962744,2019,1,24,6,1,0.0,0.0,1.0
658,29,694,0.87,0.9718675818664672,2019,1,26,1,1,1.0,0.0,0.0
664,15,690,1.0,0.9846988021532244,2019,1,27,2,1,0.0,0.0,0.0
766,15,813,0.92,0.9640619796288454,2019,1,27,2,1,0.0,1.0,0.0
659,24,700,0.73,0.9740240367635132,2019,1,28,3,1,0.0,1.0,0.0
639,22,686,0.85,0.97855766628084,2019,1,29,4,1,0.0,1.0,0.0
715,29,738,0.9,1.0643933290912166,2019,1,30,5,1,0.0,0.0,1.0
645,8,672,0.98,1.0058234971236293,2019,1,30,5,1,0.0,0.0,0.0
710,17,755,0.77,1.0522446038014694,2019,1,31,6,1,0.0,0.0,0.0
739,8,760,0.84,1.0115272098401271,2019,1,31,6,1,0.0,1.0,0.0
707,17,726,0.83,1.0182637553632377,2019,2,3,2,1,0.0,1.0,0.0
776,27,820,0.8,1.0607699632603729,2019,2,5,4,1,0.0,1.0,0.0
688,15,704,0.71,1.0334436581538964,2019,2,5,4,1,0.0,1.0,0.0
665,23,697,0.81,0.9806126569014324,2019,2,5,4,1,1.0,0.0,0.0
724,3,764,0.77,1.058614087209263,2019,2,7,6,1,1.0,0.0,0.0
597,21,619,0.84,0.9731937781204876,2019,2,7,6,1,0.0,0.0,1.0
666,27,680,0.96,1.0550375881838812,2019,2,8,7,1,0.0,0.0,0.0
612,28,637,0.82,1.0714755085958398,2019,2,9,1,1,0.0,0.0,0.0
649,17,662,0.95,0.9880706431072817,2019,2,9,1,1,0.0,1.0,0.0
677,16,701,1.0,1.0278158456088606,2019,2,10,2,1,1.0,0.0,0.0
684,21,706,0.98,1.00313579436653,2019,2,18,3,1,0.0,1.0,0.0
702,16,746,0.7,0.9991370290613542,2019,2,19,4,1,1.0,0.0,0.0
689,8,703,0.83,0.9861170051124448,2019,2,19,4,1,1.0,0.0,0.0
720,15,736,0.99,0.9804695882122636,2019,2,20,5,1,0.0,1.0,0.0
763,22,811,0.86,1.0319052400089137,2019,2,21,6,1,0.0,0.0,0.0
746,25,779,0.88,1.0094552606716602,2019,2,23,1,1,0.0,1.0,0.0
759,24,774,0.71,1.0633795296175417,2019,2,23,1,1,1.0,0.0,0.0
790,18,828,0.78,1.0689222888095264,2019,2,24,2,1,0.0,1.0,0.0
734,25,768,0.97,1.0689026308202692,2019,2,26,4,1,0.0,1.0,0.0
780,14,800,0.84,1.0497831747784956,2019,3,2,1,1,0.0,0.0,1.0
679,8,730,0.98,1.0814184913482303,2019,3,2,1,1,0.0,0.0,1.0
751,20,766,0.73,1.032850869966031,2019,3,3,2,1,0.0,1.0,0.0
807,11,830,0.72,1.0819740702635696,2019,3,4,3,1,0.0,0.0,1.0
697,14,732,0.82,0.9919170489984132,2019,3,6,5,1,0.0,1.0,0.0
717,18,750,0.91,0.999512064837771,2019,3,7,6,1,0.0,0.0,1.0
699,24,754,0.84,0.9969726931073988,2019,3,9,1,1,0.0,0.0,0.0
743,9,770,0.72,1.0412033667249885,2019,3,11,3,1,0.0,0.0,1.0
675,12,702,0.8,1.02055083682716,2019,3,12,4,1,0.0,0.0,0.0
659,27,705,0.96,1.056922246121915,2019,3,13,5,1,0.0,0.0,0.0
761,11,820,0.97,1.05485965317493,2019,3,14,6,1,1.0,0.0,0.0
727,29,754,0.91,1.022988805453227,2019,3,14,6,1,0.0,0.0,0.0
715,3,742,0.84,1.031782309671266,2019,3,17,2,1,0.0,1.0,0.0
833,22,855,0.87,1.076814798190113,2019,3,17,2,1,1.0,0.0,0.0
699,24,715,0.89,1.0089519906496456,2019,3,19,4,1,0.0,0.0,0.0
700,4,740,0.98,1.00178359678568,2019,3,19,4,1,0.0,0.0,0.0
893,5,921,0.72,1.0499619089421102,2019,3,20,5,1,0.0,0.0,0.0
730,20,758,0.83,1.0157693473772922,2019,3,20,5,1,0.0,0.0,1.0
747,4,782,0.84,1.0034690517683116,2019,3,20,5,1,0.0,1.0,0.0
716,13,757,0.88,1.0063220156135722,2019,3,21,6,1,0.0,0.0,0.0
793,28,840,0.87,1.0582996238824425,2019,3,22,7,1,0.0,0.0,1.0
782,18,840,0.81,1.056836514818687,2019,3,22,7,1,0.0,0.0,0.0
683,27,725,0.8,1.010068130768727,2019,3,23,1,1,0.0,0.0,0.0
760,4,783,0.98,1.0276108268291488,2019,3,23,1,1,0.0,1.0,0.0
782,20,837,0.79,1.090059847540258,2019,3,25,3,1,1.0,0.0,0.0
606,28,637,0.96,1.0009403801352523,2019,3,26,4,1,0.0,1.0,0.0
780,24,841,0.95,1.0615985477207328,2019,3,29,7,1,0.0,1.0,0.0
777,23,798,0.79,1.0259034906016304,2019,3,29,7,1,0.0,0.0,0.0
739,25,754,0.89,0.9963428923073449,2019,3,30,1,1,1.0,0.0,0.0
805,6,859,0.87,1.0589428648680284,2019,3,31,2,1,0.0,1.0,0.0
799,16,818,0.75,1.0685734980878467,2019,4,1,3,2,0.0,1.0,0.0
722,19,770,0.99,1.00273119181675,2019,4,1,3,2,0.0,0.0,1.0
708,10,740,1.0,1.0065809584351106,2019,4,2,4,2,0.0,0.0,0.0
731,23,749,0.95,1.0363091472613093,2019,4,4,6,2,1.0,0.0,0.0
749,16,783,0.85,1.0138939086016576,2019,4,6,1,2,0.0,0.0,1.0
748,22,790,0.92,1.0882653607880808,2019,4,7,2,2,1.0,0.0,0.0
866,25,905,0.81,1.054508933884074,2019,4,8,3,2,0.0,1.0,0.0
649,9,681,0.85,1.0428700786767542,2019,4,10,5,2,0.0,0.0,0.0
729,28,779,0.89,1.0338197787840333,2019,4,11,6,2,0.0,1.0,0.0
819,19,843,0.8,1.0806607675206752,2019,4,14,2,2,0.0,0.0,0.0
655,7,696,0.97,1.0033602591962587,2019,4,16,4,2,0.0,0.0,1.0
748,17,789,0.74,1.0336995560682665,2019,4,16,4,2,0.0,0.0,0.0
708,14,754,0.98,1.073804827132885,2019,4,17,5,2,0.0,0.0,0.0
747,22,788,0.76,1.0828364117109728,2019,4,18,6,2,0.0,1.0,0.0
758,23,807,0.73,1.0205732927938242,2019,4,19,7,2,0.0,1.0,0.0
854,25,885,0.87,1.077126715554563,2019,4,19,7,2,0.0,0.0,0.0
771,21,798,0.73,1.0151780068471683,2019,4,23,4,2,1.0,0.0,0.0
758,12,785,0.81,1.0689630771632568,2019,4,25,6,2,0.0,0.0,0.0
755,16,787,0.71,1.0870866497628926,2019,4,26,7,2,0.0,1.0,0.0
848,20,888,0.8,1.087140655421904,2019,4,27,1,2,0.0,0.0,0.0
797,19,813,0.95,1.098745421407139,2019,5,2,6,2,0.0,0.0,1.0
657,22,700,0.89,1.016334498639384,2019,5,5,2,2,0.0,1.0,0.0
647,6,676,0.83,1.03281417277983,2019,5,6,3,2,0.0,1.0,0.0
830,26,864,0.77,1.0977052848806146,2019,5,8,5,2,0.0,0.0,1.0
754,20,802,1.0,1.0721541520626374,2019,5,9,6,2,0.0,1.0,0.0
769,4,788,0.97,1.077789762871154,2019,5,9,6,2,0.0,0.0,0.0
817,19,870,0.9,1.0821885336686017,2019,5,10,7,2,0.0,0.0,0.0
745,22,803,0.85,1.0591316032482263,2019,5,10,7,2,0.0,1.0,0.0
741,4,799,0.86,1.0361634053280633,2019,5,11,1,2,0.0,0.0,1.0
755,21,772,0.93,1.0649382143376267,2019,5,12,2,2,1.0,0.0,0.0
811,8,846,0.89,1.089724629447676,2019,5,12,2,2,1.0,0.0,0.0
792,28,854,0.74,1.015699967994455,2019,5,12,2,2,0.0,0.0,1.0
763,13,791,0.96,1.0787269769964654,2019,5,13,3,2,1.0,0.0,0.0
757,11,800,0.78,1.031688127143891,2019,5,13,3,2,0.0,0.0,1.0
778,15,801,0.84,1.0967433995185214,2019,5,14,4,2,0.0,0.0,0.0
733,17,785,0.74,1.0609205988101482,2019,5,16,6,2,0.0,0.0,1.0
678,14,709,0.85,1.051045180762521,2019,5,16,6,2,0.0,1.0,0.0
698,8,715,0.74,1.007785719737428,2019,5,16,6,2,0.0,0.0,1.0
829,12,892,0.79,1.0881323229659523,2019,5,17,7,2,0.0,1.0,0.0
683,21,724,0.71,1.0626438324812917,2019,5,18,1,2,0.0,0.0,0.0
742,9,782,0.71,1.040906779149851,2019,5,20,3,2,0.0,0.0,0.0
701,9,724,0.82,1.040314754745339,2019,5,22,5,2,1.0,0.0,0.0
770,15,828,0.8,1.031840982514697,2019,5,23,6,2,0.0,0.0,1.0
644,22,681,0.93,1.0073687214279718,2019,5,24,7,2,0.0,1.0,0.0
854,26,871,0.88,1.0207262556629182,2019,5,24,7,2,0.0,1.0,0.0
767,23,827,0.81,1.02000539297202,2019,5,26,2,2,1.0,0.0,0.0
913,15,964,0.95,1.055104356923304,2019,5,26,2,2,0.0,1.0,0.0
757,27,791,0.94,1.0175050868870748,2019,5,27,3,2,1.0,0.0,0.0
752,7,782,0.81,1.0850700732604854,2019,5,30,6,2,0.0,0.0,0.0
721,25,740,0.8,1.0429143353339816,2019,5,30,6,2,0.0,0.0,0.0
758,20,806,0.92,1.0174845304048716,2019,6,3,3,2,0.0,0.0,0.0
743,9,791,0.76,1.0442343690730895,2019,6,4,4,2,0.0,0.0,1.0
785,8,847,0.84,0.9948622539969084,2019,6,6,6,2,0.0,0.0,1.0
813,16,835,0.97,1.0421528810085054,2019,6,6,6,2,1.0,0.0,0.0
834,5,875,0.71,1.055557765950664,2019,6,6,6,2,1.0,0.0,0.0
846,17,868,0.83,1.0495535473084188,2019,6,7,7,2,0.0,1.0,0.0
774,21,805,0.99,1.009759376756365,2019,6,9,2,2,0.0,0.0,1.0
777,27,817,0.85,1.0480365933862523,2019,6,10,3,2,1.0,0.0,0.0
723,19,778,0.82,1.0735801399446874,2019,6,11,4,2,1.0,0.0,0.0
695,25,731,0.93,1.0005559979278174,2019,6,11,4,2,0.0,0.0,1.0
675,23,728,0.72,1.0023545151024706,2019,6,12,5,2,0.0,1.0,0.0
682,12,717,0.71,1.004032762438909,2019,6,12,5,2,0.0,0.0,0.0
764,4,797,0.79,1.0580582073503704,2019,6,12,5,2,0.0,1.0,0.0
828,7,872,0.7,1.0831586490370158,2019,6,13,6,2,0.0,1.0,0.0
765,23,809,0.9,1.0604048921069344,2019,6,14,7,2,1.0,0.0,0.0
848,13,890,0.91,1.0728392239867677,2019,6,15,1,2,0.0,0.0,0.0
816,29,875,0.89,1.0684641940019737,2019,6,17,3,2,1.0,0.0,0.0
856,18,882,0.88,1.0166178554013474,2019,6,18,4,2,0.0,1.0,0.0
786,3,806,0.84,1.012176068661026,2019,6,18,4,2,0.0,1.0,0.0
802,29,850,0.94,1.0102020785814698,2019,6,19,5,2,0.0,0.0,1.0
738,14,783,0.98,1.0116126807303771,2019,6,22,1,2,0.0,0.0,0.0
842,20,904,0.82,1.0742924850809454,2019,6,22,1,2,0.0,1.0,0.0
733,28,756,0.72,0.9844780830222308,2019,6,24,3,2,1.0,0.0,0.0
798,24,850,0.73,1.079726128897459,2019,6,24,3,2,0.0,1.0,0.0
814,23,866,0.8,1.042435459638155,2019,6,25,4,2,1.0,0.0,0.0
741,3,794,0.86,1.0367255403638027,2019,6,25,4,2,0.0,0.0,1.0
707,23,723,0.83,1.0563612306060188,2019,6,25,4,2,0.0,0.0,0.0
725,16,767,0.8,1.0182737292548478,2019,6,26,5,2,0.0,0.0,1.0
806,19,843,0.98,0.9930740201889304,2019,6,26,5,2,0.0,0.0,0.0
780,26,830,0.8,0.9971182114394216,2019,6,28,7,2,0.0,0.0,1.0
763,17,797,0.73,0.9937344156801684,2019,6,29,1,2,0.0,0.0,1.0
839,15,893,0.72,0.9803070693156636,2019,6,29,1,2,0.0,1.0,0.0
780,12,831,0.77,1.0436311050072378,2019,6,30,2,2,0.0,1.0,0.0
773,11,814,0.85,0.9845166368019737,2019,6,30,2,2,0.0,0.0,0.0
754,25,810,0.89,1.0255882818742663,2019,7,1,3,3,0.0,0.0,0.0
733,19,786,0.94,1.0383490391656918,2019,7,3,5,3,0.0,0.0,1.0
759,15,797,0.95,1.0349527917497974,2019,7,4,6,3,0.0,0.0,0.0
759,8,793,0.93,0.993823484282632,2019,7,5,7,3,0.0,1.0,0.0
804,18,837,0.82,1.048577818818218,2019,7,6,1,3,1.0,0.0,0.0
748,19,765,0.89,1.0050881869414283,2019,7,6,1,3,0.0,0.0,0.0
806,12,852,0.85,1.022250772091622,2019,7,6,1,3,0.0,0.0,1.0
767,10,786,0.72,1.0608223219545228,2019,7,10,5,3,0.0,0.0,0.0
753,9,788,0.91,1.0651430507135156,2019,7,10,5,3,0.0,0.0,0.0
788,9,815,0.99,0.9972123527291334,2019,7,11,6,3,0.0,0.0,0.0
788,8,829,0.86,0.9842864555693744,2019,7,11,6,3,0.0,0.0,1.0
798,24,817,0.99,1.0340116284336711,2019,7,12,7,3,0.0,0.0,0.0
767,4,805,0.76,1.028587691154362,2019,7,12,7,3,1.0,0.0,0.0
853,15,904,0.8,0.9986976667469368,2019,7,14,2,3,1.0,0.0,0.0
806,19,867,0.97,0.9729663200646232,2019,7,14,2,3,0.0,0.0,0.0
849,26,915,0.83,1.039412993237395,2019,7,14,2,3,0.0,0.0,1.0
822,18,887,0.71,1.0589528920896436,2019,7,15,3,3,0.0,0.0,0.0
739,11,756,0.73,0.9706510411517384,2019,7,15,3,3,0.0,0.0,0.0
758,11,776,0.75,1.0468725340733576,2019,7,16,4,3,1.0,0.0,0.0
774,4,831,0.96,0.967043405164312,2019,7,16,4,3,0.0,0.0,0.0
755,3,784,0.81,1.037083703557312,2019,7,17,5,3,0.0,0.0,0.0
838,8,892,0.72,1.0527477613358285,2019,7,17,5,3,0.0,0.0,1.0
763,20,795,0.87,0.9736202222235968,2019,7,19,7,3,0.0,0.0,0.0
736,22,768,0.98,0.9803702296861015,2019,7,19,7,3,0.0,0.0,1.0
812,11,847,0.97,1.0167524743806438,2019,7,20,1,3,0.0,1.0,0.0
781,21,809,0.95,0.982998553732697,2019,7,20,1,3,0.0,0.0,0.0
738,10,784,0.99,1.000125592999464,2019,7,20,1,3,1.0,0.0,0.0
840,20,859,0.93,1.0276374454528443,2019,7,20,1,3,1.0,0.0,0.0
760,8,805,0.99,1.029406829033814,2019,7,21,2,3,1.0,0.0,0.0
809,26,855,0.8,0.9909183042588128,2019,7,22,3,3,0.0,0.0,0.0
849,7,879,0.99,1.0199025810331253,2019,7,23,4,3,1.0,0.0,0.0
891,4,916,0.96,1.0193201246682466,2019,7,24,5,3,0.0,1.0,0.0
726,17,773,0.76,0.9595298789064284,2019,7,24,5,3,1.0,0.0,0.0
710,16,765,0.85,0.968833264552009,2019,7,27,1,3,0.0,1.0,0.0
737,8,792,0.81,0.9908172608279564,2019,7,27,1,3,1.0,0.0,0.0
713,11,728,0.77,0.9727028969582884,2019,7,28,2,3,0.0,0.0,1.0
794,29,821,0.99,0.9495902609823842,2019,7,29,3,3,0.0,0.0,1.0
828,9,853,0.96,1.0334815825314847,2019,7,29,3,3,0.0,0.0,0.0
716,24,764,0.83,0.944230674108088,2019,8,1,6,3,0.0,0.0,0.0
826,19,889,0.74,1.026009780346494,2019,8,2,7,3,0.0,0.0,1.0
703,28,732,0.97,0.9533768475291978,2019,8,2,7,3,0.0,0.0,0.0
872,21,910,0.96,1.019969873494711,2019,8,3,1,3,1.0,0.0,0.0
803,10,847,0.75,0.9904186883790104,2019,8,5,3,3,0.0,1.0,0.0
751,29,786,0.86,0.9590837938191974,2019,8,5,3,3,0.0,0.0,1.0
827,9,859,0.7,0.939550891908999,2019,8,6,4,3,0.0,1.0,0.0
758,27,798,0.74,1.021565297209441,2019,8,7,5,3,0.0,0.0,0.0
880,25,949,0.71,1.0296189419788455,2019,8,12,3,3,1.0,0.0,0.0
781,22,834,0.91,1.0242298169230677,2019,8,13,4,3,0.0,1.0,0.0
793,3,831,0.78,0.9883484321343424,2019,8,14,5,3,0.0,0.0,0.0
832,16,884,0.78,1.01861584186485,2019,8,14,5,3,1.0,0.0,0.0
826,19,878,0.71,0.9492341770948244,2019,8,15,6,3,0.0,0.0,0.0
812,4,834,0.8,0.99300719249991,2019,8,15,6,3,0.0,0.0,1.0
718,28,757,0.71,0.9652763178857112,2019,8,18,2,3,0.0,1.0,0.0
862,13,891,0.91,1.0252164942219728,2019,8,18,2,3,1.0,0.0,0.0
755,14,789,0.96,0.9411990779149468,2019,8,18,2,3,0.0,1.0,0.0
818,19,850,0.86,0.9638133575034754,2019,8,18,2,3,0.0,0.0,1.0
737,9,762,0.87,0.9392523438799923,2019,8,19,3,3,1.0,0.0,0.0
694,11,742,0.9,0.9879436848554296,2019,8,19,3,3,0.0,0.0,0.0
686,4,734,0.98,0.9907508066957004,2019,8,20,4,3,0.0,0.0,0.0
787,7,841,0.95,1.005548309841089,2019,8,21,5,3,1.0,0.0,0.0
758,5,783,0.7,0.9525035023954276,2019,8,21,5,3,1.0,0.0,0.0
830,3,880,0.98,0.9543164437718984,2019,8,21,5,3,0.0,0.0,1.0
635,18,654,0.85,0.933625533440114,2019,8,22,6,3,0.0,0.0,0.0
841,3,901,0.89,0.9520956723787558,2019,8,24,1,3,0.0,1.0,0.0
742,5,779,0.86,0.975197650721856,2019,8,24,1,3,1.0,0.0,0.0
801,9,834,0.7,0.9830835278288472,2019,8,24,1,3,0.0,0.0,0.0
852,10,880,0.86,1.009235476749003,2019,8,26,3,3,1.0,0.0,0.0
677,9,722,0.89,0.9778329339941508,2019,8,27,4,3,0.0,0.0,0.0
821,4,866,0.75,1.0031075723347709,2019,8,28,5,3,0.0,1.0,0.0
679,25,720,0.86,0.9347808201338744,2019,8,28,5,3,0.0,1.0,0.0
784,24,800,0.86,0.9657409048881862,2019,8,29,6,3,0.0,1.0,0.0
732,22,782,0.97,0.978415401562393,2019,8,29,6,3,0.0,0.0,1.0
870,21,920,0.87,1.000949497548789,2019,8,31,1,3,1.0,0.0,0.0
756,4,776,0.99,0.970361291177242,2019,9,1,2,3,1.0,0.0,0.0
744,12,779,0.96,0.9381177106199896,2019,9,4,5,3,1.0,0.0,0.0
735,6,788,0.97,0.9567527156232276,2019,9,6,7,3,0.0,1.0,0.0
784,14,800,0.78,0.9753245476382804,2019,9,6,7,3,1.0,0.0,0.0
787,27,805,0.8,0.9939864845752848,2019,9,6,7,3,0.0,0.0,1.0
810,26,830,1.0,1.010902163557577,2019,9,7,1,3,0.0,0.0,0.0
730,20,780,0.81,0.9188506082402962,2019,9,8,2,3,1.0,0.0,0.0
814,7,854,0.92,0.930073427652662,2019,9,8,2,3,0.0,0.0,1.0
800,15,824,0.95,0.9683531587672702,2019,9,8,2,3,0.0,0.0,0.0
772,19,817,0.84,1.004570373963848,2019,9,10,4,3,0.0,0.0,1.0
832,7,888,0.71,1.0040884783868014,2019,9,11,5,3,0.0,1.0,0.0
721,23,757,0.71,0.9176919870786784,2019,9,12,6,3,0.0,0.0,0.0
779,16,811,1.0,0.9300184335998654,2019,9,12,6,3,0.0,0.0,1.0
785,7,830,0.96,0.963868458173081,2019,9,13,7,3,0.0,0.0,0.0
728,7,757,0.82,0.9471963715610342,2019,9,15,2,3,0.0,0.0,1.0
752,18,769,0.75,0.9202975005559928,2019,9,16,3,3,0.0,0.0,1.0
808,16,849,0.89,0.9770040364404008,2019,9,18,5,3,0.0,1.0,0.0
751,6,768,0.79,0.9907478355546532,2019,9,18,5,3,1.0,0.0,0.0
716,17,768,0.9,0.9107291186082574,2019,9,18,5,3,0.0,1.0,0.0
790,26,811,0.84,0.969282714778352,2019,9,21,1,3,1.0,0.0,0.0
739,3,766,0.86,0.9084428838573334,2019,9,22,2,3,1.0,0.0,0.0
711,25,762,0.97,0.9233296985196556,2019,9,25,5,3,1.0,0.0,0.0
788,26,849,0.84,0.9619621044924698,2019,9,26,6,3,1.0,0.0,0.0
740,7,778,0.83,0.9715043585585224,2019,9,27,7,3,1.0,0.0,0.0
620,29,636,0.91,0.9467467634779704,2019,9,27,7,3,0.0,1.0,0.0
743,13,773,0.75,0.9761477775255004,2019,9,29,2,3,1.0,0.0,0.0
768,27,828,0.8,0.9308451193680556,2019,9,30,3,3,0.0,0.0,0.0
839,18,855,0.97,0.9855454447247414,2019,10,2,5,4,0.0,0.0,1.0
763,7,793,0.99,0.9552174407865776,2019,10,2,5,4,0.0,0.0,0.0
841,19,901,0.88,0.988147214244716,2019,10,4,7,4,0.0,0.0,0.0
720,5,770,0.79,0.9402775211083328,2019,10,4,7,4,0.0,0.0,0.0
704,4,722,0.81,0.938390657168952,2019,10,5,1,4,1.0,0.0,0.0
788,7,837,0.98,0.9528781108103676,2019,10,9,5,4,0.0,0.0,1.0
773,7,803,0.98,0.925681132041322,2019,10,11,7,4,0.0,1.0,0.0
765,8,810,0.79,0.9782461604116026,2019,10,11,7,4,0.0,0.0,0.0
694,9,721,0.9,0.9639194893698712,2019,10,15,4,4,0.0,0.0,1.0
841,24,859,0.79,0.9345539511676176,2019,10,16,5,4,0.0,1.0,0.0
820,16,842,0.85,0.9081714513126397,2019,10,16,5,4,1.0,0.0,0.0
808,19,856,0.8,0.9754880780221876,2019,10,17,6,4,0.0,1.0,0.0
804,6,823,0.8,0.9918773684798348,2019,10,17,6,4,0.0,0.0,0.0
825,9,870,1.0,0.9954875557598932,2019,10,19,1,4,0.0,0.0,1.0
745,15,783,0.99,0.9431289380341092,2019,10,21,3,4,0.0,0.0,1.0
742,20,775,0.78,0.9438496731323068,2019,10,21,3,4,0.0,1.0,0.0
699,10,721,0.91,0.934525698468945,2019,10,22,4,4,0.0,0.0,1.0
853,15,881,0.96,0.9984864856426988,2019,10,22,4,4,1.0,0.0,0.0
812,12,850,0.86,0.9945647173554938,2019,10,23,5,4,0.0,1.0,0.0
799,19,860,0.91,0.995622353774103,2019,10,23,5,4,0.0,1.0,0.0
864,28,916,0.98,0.968350478549776,2019,10,24,6,4,0.0,0.0,1.0
798,15,828,0.9,0.9205901726655638,2019,10,25,7,4,0.0,1.0,0.0
883,3,947,0.73,0.9699171730201392,2019,10,26,1,4,0.0,1.0,0.0
761,16,787,0.98,0.9488523654194126,2019,10,26,1,4,1.0,0.0,0.0
741,8,789,0.92,0.971491665168544,2019,10,28,3,4,0.0,0.0,0.0
771,24,809,0.84,0.9437721425876664,2019,10,28,3,4,0.0,0.0,1.0
810,7,839,0.98,0.9936344521964496,2019,10,29,4,4,0.0,1.0,0.0
739,11,768,0.71,0.9107199279122078,2019,10,29,4,4,1.0,0.0,0.0
753,28,797,0.94,0.903173265163868,2019,10,30,5,4,0.0,1.0,0.0
788,28,821,0.87,0.908570733882375,2019,10,30,5,4,0.0,0.0,0.0
861,15,911,0.98,0.9914771070843736,2019,11,1,7,4,1.0,0.0,0.0
699,11,718,0.92,0.9304327495107856,2019,11,3,2,4,0.0,0.0,0.0
769,7,805,0.8,0.9173954139745664,2019,11,3,2,4,0.0,0.0,1.0
824,25,868,0.71,0.939780720521764,2019,11,4,3,4,0.0,0.0,1.0
813,29,852,0.84,0.9185511954412088,2019,11,7,6,4,1.0,0.0,0.0
695,28,710,0.7,0.9180963188372592,2019,11,7,6,4,0.0,1.0,0.0
803,17,860,0.86,0.9167898740301246,2019,11,8,7,4,1.0,0.0,0.0
711,12,767,1.0,0.9057731793113636,2019,11,9,1,4,0.0,1.0,0.0
776,14,823,0.73,0.9562035857078698,2019,11,9,1,4,0.0,0.0,1.0
748,27,787,0.93,0.9709644428247988,2019,11,10,2,4,1.0,0.0,0.0
793,7,816,0.81,0.9758345592315898,2019,11,10,2,4,0.0,0.0,0.0
790,21,817,0.74,0.9519966585350796,2019,11,11,3,4,0.0,0.0,0.0
773,25,819,0.82,0.9286631790531186,2019,11,11,3,4,0.0,1.0,0.0
829,6,880,0.93,1.0028307494606357,2019,11,12,4,4,0.0,1.0,0.0
